AISC MANUAL LABEL,TYPE,Weight,Area,Depth,Height,Outer Diameter,bf,B,ID,tw,tf,T,TNOM,TDES,Kdes,Kdet,K1,X,Y,E0,XP,YP,bf/2tf,B_T,h/t,H_T,D_T,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,rz,J,Cw,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS
,,lbs,in2,in,in,in,in,in,in,in,in,,in,in,in,in,IN,,,,,,,,,,,in4,in3,in3,in,in4,in3,in3,in,in,in4,in6,,,,,,,,,
2L2X2X5/16,2L,7.89,2.32,2.00,,,,2,,,,0.3125,,,,,,,0.609,,,,,,,,,0.828,1.07,0.595,0.598,,,,0.853,,,,,,,,,1.14,0.841,,1.00
2L2X2X5/16X3/8,2L,7.89,2.32,2.00,,,,2,,,,0.3125,,,,,,,0.609,,,,,,,,,0.828,1.07,0.595,0.598,,,,0.996,,,,,,,,,1.25,0.868,,1.00
2L2X2X5/16X3/4,2L,7.89,2.32,2.00,,,,2,,,,0.3125,,,,,,,0.609,,,,,,,,,0.828,1.07,0.595,0.598,,,,1.15,,,,,,,,,1.37,0.891,,1.00
2L2X2X1/4,2L,6.43,1.89,2.00,,,,2,,,,0.25,,,,,,,0.586,,,,,,,,,0.691,0.880,0.489,0.605,,,,0.842,,,,,,,,,1.13,0.835,,1.00
2L2X2X1/4X3/8,2L,6.43,1.89,2.00,,,,2,,,,0.25,,,,,,,0.586,,,,,,,,,0.691,0.880,0.489,0.605,,,,0.982,,,,,,,,,1.24,0.862,,1.00
2L2X2X1/4X3/4,2L,6.43,1.89,2.00,,,,2,,,,0.25,,,,,,,0.586,,,,,,,,,0.691,0.880,0.489,0.605,,,,1.14,,,,,,,,,1.37,0.886,,1.00
2L2X2X3/16,2L,4.91,1.44,2.00,,,,2,,,,0.1875,,,,,,,0.561,,,,,,,,,0.541,0.676,0.376,0.612,,,,0.831,,,,,,,,,1.13,0.830,,1.00
2L2X2X3/16X3/8,2L,4.91,1.44,2.00,,,,2,,,,0.1875,,,,,,,0.561,,,,,,,,,0.541,0.676,0.376,0.612,,,,0.967,,,,,,,,,1.24,0.857,,1.00
2L2X2X3/16X3/4,2L,4.91,1.44,2.00,,,,2,,,,0.1875,,,,,,,0.561,,,,,,,,,0.541,0.676,0.376,0.612,,,,1.12,,,,,,,,,1.36,0.882,,1.00
2L2X2X1/8,2L,3.34,0.982,2.00,,,,2,,,,0.125,,,,,,,0.534,,,,,,,,,0.378,0.460,0.257,0.620,,,,0.818,,,,,,,,,1.13,0.826,,0.998
2L2X2X1/8X3/8,2L,3.34,0.982,2.00,,,,2,,,,0.125,,,,,,,0.534,,,,,,,,,0.378,0.460,0.257,0.620,,,,0.951,,,,,,,,,1.23,0.853,,0.912
2L2X2X1/8X3/4,2L,3.34,0.982,2.00,,,,2,,,,0.125,,,,,,,0.534,,,,,,,,,0.378,0.460,0.257,0.620,,,,1.10,,,,,,,,,1.35,0.877,,0.912
2L8X6X1LLBB,2L,88.8,26.1,8.00,,,,6,,,,1,,,,,,,2.65,,,1.47,,,,,,162,54.5,30.2,2.49,,,,2.39,,,,,,,,,4.06,0.721,,1.00
2L8X6X1X3/8LLBB,2L,88.8,26.1,8.00,,,,6,,,,1,,,,,,,2.65,,,1.47,,,,,,162,54.5,30.2,2.49,,,,2.52,,,,,,,,,4.14,0.732,,1.00
2L8X6X1X3/4LLBB,2L,88.8,26.1,8.00,,,,6,,,,1,,,,,,,2.65,,,1.47,,,,,,162,54.5,30.2,2.49,,,,2.66,,,,,,,,,4.23,0.742,,1.00
2L8X6X7/8LLBB,2L,78.5,23.1,8.00,,,,6,,,,0.875,,,,,,,2.60,,,1.41,,,,,,145,48.5,26.8,2.50,,,,2.37,,,,,,,,,4.07,0.718,,1.00
2L8X6X7/8X3/8LLBB,2L,78.5,23.1,8.00,,,,6,,,,0.875,,,,,,,2.60,,,1.41,,,,,,145,48.5,26.8,2.50,,,,2.50,,,,,,,,,4.14,0.728,,1.00
2L8X6X7/8X3/4LLBB,2L,78.5,23.1,8.00,,,,6,,,,0.875,,,,,,,2.60,,,1.41,,,,,,145,48.5,26.8,2.50,,,,2.63,,,,,,,,,4.23,0.739,,1.00
2L8X6X3/4LLBB,2L,68.0,20.0,8.00,,,,6,,,,0.75,,,,,,,2.55,,,1.34,,,,,,127,42.3,23.3,2.52,,,,2.35,,,,,,,,,4.07,0.714,,1.00
2L8X6X3/4X3/8LLBB,2L,68.0,20.0,8.00,,,,6,,,,0.75,,,,,,,2.55,,,1.34,,,,,,127,42.3,23.3,2.52,,,,2.47,,,,,,,,,4.15,0.725,,1.00
2L8X6X3/4X3/4LLBB,2L,68.0,20.0,8.00,,,,6,,,,0.75,,,,,,,2.55,,,1.34,,,,,,127,42.3,23.3,2.52,,,,2.61,,,,,,,,,4.23,0.735,,1.00
2L8X6X5/8LLBB,2L,57.3,16.8,8.00,,,,6,,,,0.625,,,,,,,2.50,,,1.27,,,,,,108,35.8,19.7,2.54,,,,2.33,,,,,,,,,4.08,0.712,,1.00
2L8X6X5/8X3/8LLBB,2L,57.3,16.8,8.00,,,,6,,,,0.625,,,,,,,2.50,,,1.27,,,,,,108,35.8,19.7,2.54,,,,2.45,,,,,,,,,4.16,0.722,,0.997
2L8X6X5/8X3/4LLBB,2L,57.3,16.8,8.00,,,,6,,,,0.625,,,,,,,2.50,,,1.27,,,,,,108,35.8,19.7,2.54,,,,2.59,,,,,,,,,4.24,0.732,,0.997
2L8X6X9/16LLBB,2L,51.8,15.2,8.00,,,,6,,,,0.5625,,,,,,,2.48,,,1.23,,,,,,98.7,32.5,17.9,2.55,,,,2.32,,,,,,,,,4.09,0.710,,1.00
2L8X6X9/16X3/8LLBB,2L,51.8,15.2,8.00,,,,6,,,,0.5625,,,,,,,2.48,,,1.23,,,,,,98.7,32.5,17.9,2.55,,,,2.44,,,,,,,,,4.16,0.720,,0.959
2L8X6X9/16X3/4LLBB,2L,51.8,15.2,8.00,,,,6,,,,0.5625,,,,,,,2.48,,,1.23,,,,,,98.7,32.5,17.9,2.55,,,,2.58,,,,,,,,,4.24,0.731,,0.959
2L8X6X1/2LLBB,2L,46.3,13.6,8.00,,,,6,,,,0.5,,,,,,,2.46,,,1.20,,,,,,88.8,29.1,16.0,2.55,,,,2.31,,,,,,,,,4.09,0.709,,1.00
2L8X6X1/2X3/8LLBB,2L,46.3,13.6,8.00,,,,6,,,,0.5,,,,,,,2.46,,,1.20,,,,,,88.8,29.1,16.0,2.55,,,,2.43,,,,,,,,,4.16,0.719,,0.912
2L8X6X1/2X3/4LLBB,2L,46.3,13.6,8.00,,,,6,,,,0.5,,,,,,,2.46,,,1.20,,,,,,88.8,29.1,16.0,2.55,,,,2.56,,,,,,,,,4.24,0.729,,0.912
2L8X6X7/16LLBB,2L,40.7,12.0,8.00,,,,6,,,,0.4375,,,,,,,2.43,,,1.16,,,,,,78.7,25.7,14.1,2.56,,,,2.30,,,,,,,,,4.09,0.708,,1.00
2L8X6X7/16X3/8LLBB,2L,40.7,12.0,8.00,,,,6,,,,0.4375,,,,,,,2.43,,,1.16,,,,,,78.7,25.7,14.1,2.56,,,,2.42,,,,,,,,,4.16,0.718,,0.850
2L8X6X7/16X3/4LLBB,2L,40.7,12.0,8.00,,,,6,,,,0.4375,,,,,,,2.43,,,1.16,,,,,,78.7,25.7,14.1,2.56,,,,2.55,,,,,,,,,4.24,0.728,,0.850
2L8X4X1LLBB,2L,75.2,22.1,8.00,,,,4,,,,1,,,,,,,3.03,,,2.47,,,,,,139,48.6,28.1,2.51,,,,1.46,,,,,,,,,3.86,0.568,,1.00
2L8X4X1X3/8LLBB,2L,75.2,22.1,8.00,,,,4,,,,1,,,,,,,3.03,,,2.47,,,,,,139,48.6,28.1,2.51,,,,1.60,,,,,,,,,3.91,0.580,,1.00
2L8X4X1X3/4LLBB,2L,75.2,22.1,8.00,,,,4,,,,1,,,,,,,3.03,,,2.47,,,,,,139,48.6,28.1,2.51,,,,1.75,,,,,,,,,3.97,0.594,,1.00
2L8X4X7/8LLBB,2L,66.6,19.6,8.00,,,,4,,,,0.875,,,,,,,2.99,,,2.41,,,,,,125,43.4,25.0,2.53,,,,1.44,,,,,,,,,3.87,0.566,,1.00
2L8X4X7/8X3/8LLBB,2L,66.6,19.6,8.00,,,,4,,,,0.875,,,,,,,2.99,,,2.41,,,,,,125,43.4,25.0,2.53,,,,1.57,,,,,,,,,3.92,0.577,,1.00
2L8X4X7/8X3/4LLBB,2L,66.6,19.6,8.00,,,,4,,,,0.875,,,,,,,2.99,,,2.41,,,,,,125,43.4,25.0,2.53,,,,1.72,,,,,,,,,3.98,0.590,,1.00
2L8X4X3/4LLBB,2L,57.8,17.0,8.00,,,,4,,,,0.75,,,,,,,2.94,,,2.34,,,,,,110,37.9,21.7,2.55,,,,1.42,,,,,,,,,3.88,0.564,,1.00
2L8X4X3/4X3/8LLBB,2L,57.8,17.0,8.00,,,,4,,,,0.75,,,,,,,2.94,,,2.34,,,,,,110,37.9,21.7,2.55,,,,1.55,,,,,,,,,3.93,0.575,,1.00
2L8X4X3/4X3/4LLBB,2L,57.8,17.0,8.00,,,,4,,,,0.75,,,,,,,2.94,,,2.34,,,,,,110,37.9,21.7,2.55,,,,1.69,,,,,,,,,3.99,0.587,,1.00
2L8X4X5/8LLBB,2L,48.7,14.3,8.00,,,,4,,,,0.625,,,,,,,2.89,,,2.27,,,,,,94.1,32.2,18.4,2.56,,,,1.39,,,,,,,,,3.89,0.562,,1.00
2L8X4X5/8X3/8LLBB,2L,48.7,14.3,8.00,,,,4,,,,0.625,,,,,,,2.89,,,2.27,,,,,,94.1,32.2,18.4,2.56,,,,1.52,,,,,,,,,3.94,0.573,,0.997
2L8X4X5/8X3/4LLBB,2L,48.7,14.3,8.00,,,,4,,,,0.625,,,,,,,2.89,,,2.27,,,,,,94.1,32.2,18.4,2.56,,,,1.66,,,,,,,,,3.99,0.585,,0.997
2L8X4X9/16LLBB,2L,44.1,13.0,8.00,,,,4,,,,0.5625,,,,,,,2.86,,,2.23,,,,,,85.7,29.2,16.7,2.57,,,,1.38,,,,,,,,,3.90,0.562,,1.00
2L8X4X9/16X3/8LLBB,2L,44.1,13.0,8.00,,,,4,,,,0.5625,,,,,,,2.86,,,2.23,,,,,,85.7,29.2,16.7,2.57,,,,1.51,,,,,,,,,3.94,0.572,,0.959
2L8X4X9/16X3/4LLBB,2L,44.1,13.0,8.00,,,,4,,,,0.5625,,,,,,,2.86,,,2.23,,,,,,85.7,29.2,16.7,2.57,,,,1.65,,,,,,,,,4.00,0.584,,0.959
2L8X4X1/2LLBB,2L,39.5,11.6,8.00,,,,4,,,,0.5,,,,,,,2.84,,,2.20,,,,,,77.2,26.2,15.0,2.58,,,,1.38,,,,,,,,,3.90,0.561,,1.00
2L8X4X1/2X3/8LLBB,2L,39.5,11.6,8.00,,,,4,,,,0.5,,,,,,,2.84,,,2.20,,,,,,77.2,26.2,15.0,2.58,,,,1.50,,,,,,,,,3.95,0.571,,0.912
2L8X4X1/2X3/4LLBB,2L,39.5,11.6,8.00,,,,4,,,,0.5,,,,,,,2.84,,,2.20,,,,,,77.2,26.2,15.0,2.58,,,,1.63,,,,,,,,,4.00,0.583,,0.912
2L8X4X7/16LLBB,2L,34.8,10.2,8.00,,,,4,,,,0.4375,,,,,,,2.81,,,2.16,,,,,,68.5,23.2,13.2,2.59,,,,1.37,,,,,,,,,3.91,0.561,,1.00
2L8X4X7/16X3/8LLBB,2L,34.8,10.2,8.00,,,,4,,,,0.4375,,,,,,,2.81,,,2.16,,,,,,68.5,23.2,13.2,2.59,,,,1.49,,,,,,,,,3.95,0.571,,0.850
2L8X4X7/16X3/4LLBB,2L,34.8,10.2,8.00,,,,4,,,,0.4375,,,,,,,2.81,,,2.16,,,,,,68.5,23.2,13.2,2.59,,,,1.62,,,,,,,,,4.00,0.582,,0.850
2L7X4X3/4LLBB,2L,52.4,15.4,7.00,,,,4,,,,0.75,,,,,,,2.50,,,1.87,,,,,,75.6,29.5,16.8,2.21,,,,1.48,,,,,,,,,3.41,0.611,,1.00
2L7X4X3/4X3/8LLBB,2L,52.4,15.4,7.00,,,,4,,,,0.75,,,,,,,2.50,,,1.87,,,,,,75.6,29.5,16.8,2.21,,,,1.61,,,,,,,,,3.47,0.624,,1.00
2L7X4X3/4X3/4LLBB,2L,52.4,15.4,7.00,,,,4,,,,0.75,,,,,,,2.50,,,1.87,,,,,,75.6,29.5,16.8,2.21,,,,1.75,,,,,,,,,3.53,0.639,,1.00
2L7X4X5/8LLBB,2L,44.2,13.0,7.00,,,,4,,,,0.625,,,,,,,2.45,,,1.80,,,,,,64.7,25.1,14.2,2.23,,,,1.45,,,,,,,,,3.42,0.608,,1.00
2L7X4X5/8X3/8LLBB,2L,44.2,13.0,7.00,,,,4,,,,0.625,,,,,,,2.45,,,1.80,,,,,,64.7,25.1,14.2,2.23,,,,1.58,,,,,,,,,3.47,0.621,,1.00
2L7X4X5/8X3/4LLBB,2L,44.2,13.0,7.00,,,,4,,,,0.625,,,,,,,2.45,,,1.80,,,,,,64.7,25.1,14.2,2.23,,,,1.73,,,,,,,,,3.54,0.635,,1.00
2L7X4X1/2LLBB,2L,35.8,10.5,7.00,,,,4,,,,0.5,,,,,,,2.40,,,1.74,,,,,,53.3,20.4,11.6,2.25,,,,1.44,,,,,,,,,3.43,0.606,,1.00
2L7X4X1/2X3/8LLBB,2L,35.8,10.5,7.00,,,,4,,,,0.5,,,,,,,2.40,,,1.74,,,,,,53.3,20.4,11.6,2.25,,,,1.56,,,,,,,,,3.48,0.618,,0.965
2L7X4X1/2X3/4LLBB,2L,35.8,10.5,7.00,,,,4,,,,0.5,,,,,,,2.40,,,1.74,,,,,,53.3,20.4,11.6,2.25,,,,1.70,,,,,,,,,3.55,0.632,,0.965
2L7X4X7/16LLBB,2L,31.5,9.27,7.00,,,,4,,,,0.4375,,,,,,,2.38,,,1.70,,,,,,47.3,18.1,10.2,2.26,,,,1.43,,,,,,,,,3.43,0.605,,1.00
2L7X4X7/16X3/8LLBB,2L,31.5,9.27,7.00,,,,4,,,,0.4375,,,,,,,2.38,,,1.70,,,,,,47.3,18.1,10.2,2.26,,,,1.55,,,,,,,,,3.49,0.617,,0.912
2L7X4X7/16X3/4LLBB,2L,31.5,9.27,7.00,,,,4,,,,0.4375,,,,,,,2.38,,,1.70,,,,,,47.3,18.1,10.2,2.26,,,,1.68,,,,,,,,,3.55,0.630,,0.912
2L7X4X3/8LLBB,2L,27.2,8.00,7.00,,,,4,,,,0.375,,,,,,,2.35,,,1.67,,,,,,41.1,15.6,8.83,2.27,,,,1.42,,,,,,,,,3.44,0.605,,1.00
2L7X4X3/8X3/8LLBB,2L,27.2,8.00,7.00,,,,4,,,,0.375,,,,,,,2.35,,,1.67,,,,,,41.1,15.6,8.83,2.27,,,,1.54,,,,,,,,,3.49,0.616,,0.840
2L7X4X3/8X3/4LLBB,2L,27.2,8.00,7.00,,,,4,,,,0.375,,,,,,,2.35,,,1.67,,,,,,41.1,15.6,8.83,2.27,,,,1.67,,,,,,,,,3.55,0.629,,0.840
2L6X4X7/8LLBB,2L,54.3,16.0,6.00,,,,4,,,,0.875,,,,,,,2.12,,,1.44,,,,,,55.4,25.3,14.3,1.86,,,,1.57,,,,,,,,,2.96,0.678,,1.00
2L6X4X7/8X3/8LLBB,2L,54.3,16.0,6.00,,,,4,,,,0.875,,,,,,,2.12,,,1.44,,,,,,55.4,25.3,14.3,1.86,,,,1.71,,,,,,,,,3.04,0.694,,1.00
2L6X4X7/8X3/4LLBB,2L,54.3,16.0,6.00,,,,4,,,,0.875,,,,,,,2.12,,,1.44,,,,,,55.4,25.3,14.3,1.86,,,,1.86,,,,,,,,,3.12,0.710,,1.00
2L6X4X3/4LLBB,2L,47.2,13.9,6.00,,,,4,,,,0.75,,,,,,,2.07,,,1.38,,,,,,48.9,22.2,12.5,1.88,,,,1.55,,,,,,,,,2.97,0.673,,1.00
2L6X4X3/4X3/8LLBB,2L,47.2,13.9,6.00,,,,4,,,,0.75,,,,,,,2.07,,,1.38,,,,,,48.9,22.2,12.5,1.88,,,,1.68,,,,,,,,,3.04,0.688,,1.00
2L6X4X3/4X3/4LLBB,2L,47.2,13.9,6.00,,,,4,,,,0.75,,,,,,,2.07,,,1.38,,,,,,48.9,22.2,12.5,1.88,,,,1.83,,,,,,,,,3.12,0.705,,1.00
2L6X4X5/8LLBB,2L,39.9,11.7,6.00,,,,4,,,,0.625,,,,,,,2.03,,,1.31,,,,,,42.0,18.9,10.6,1.89,,,,1.53,,,,,,,,,2.98,0.669,,1.00
2L6X4X5/8X3/8LLBB,2L,39.9,11.7,6.00,,,,4,,,,0.625,,,,,,,2.03,,,1.31,,,,,,42.0,18.9,10.6,1.89,,,,1.66,,,,,,,,,3.05,0.684,,1.00
2L6X4X5/8X3/4LLBB,2L,39.9,11.7,6.00,,,,4,,,,0.625,,,,,,,2.03,,,1.31,,,,,,42.0,18.9,10.6,1.89,,,,1.80,,,,,,,,,3.13,0.700,,1.00
2L6X4X9/16LLBB,2L,36.1,10.6,6.00,,,,4,,,,0.5625,,,,,,,2.00,,,1.28,,,,,,38.4,17.2,9.61,1.90,,,,1.52,,,,,,,,,2.98,0.667,,1.00
2L6X4X9/16X3/8LLBB,2L,36.1,10.6,6.00,,,,4,,,,0.5625,,,,,,,2.00,,,1.28,,,,,,38.4,17.2,9.61,1.90,,,,1.65,,,,,,,,,3.05,0.682,,1.00
2L6X4X9/16X3/4LLBB,2L,36.1,10.6,6.00,,,,4,,,,0.5625,,,,,,,2.00,,,1.28,,,,,,38.4,17.2,9.61,1.90,,,,1.79,,,,,,,,,3.13,0.697,,1.00
2L6X4X1/2LLBB,2L,32.3,9.50,6.00,,,,4,,,,0.5,,,,,,,1.98,,,1.25,,,,,,34.7,15.4,8.63,1.91,,,,1.51,,,,,,,,,2.99,0.665,,1.00
2L6X4X1/2X3/8LLBB,2L,32.3,9.50,6.00,,,,4,,,,0.5,,,,,,,1.98,,,1.25,,,,,,34.7,15.4,8.63,1.91,,,,1.64,,,,,,,,,3.05,0.679,,1.00
2L6X4X1/2X3/4LLBB,2L,32.3,9.50,6.00,,,,4,,,,0.5,,,,,,,1.98,,,1.25,,,,,,34.7,15.4,8.63,1.91,,,,1.77,,,,,,,,,3.13,0.695,,1.00
2L6X4X7/16LLBB,2L,28.5,8.36,6.00,,,,4,,,,0.4375,,,,,,,1.95,,,1.22,,,,,,30.8,13.6,7.62,1.92,,,,1.50,,,,,,,,,2.99,0.663,,1.00
2L6X4X7/16X3/8LLBB,2L,28.5,8.36,6.00,,,,4,,,,0.4375,,,,,,,1.95,,,1.22,,,,,,30.8,13.6,7.62,1.92,,,,1.62,,,,,,,,,3.06,0.678,,0.973
2L6X4X7/16X3/4LLBB,2L,28.5,8.36,6.00,,,,4,,,,0.4375,,,,,,,1.95,,,1.22,,,,,,30.8,13.6,7.62,1.92,,,,1.76,,,,,,,,,3.13,0.693,,0.973
2L6X4X3/8LLBB,2L,24.6,7.22,6.00,,,,4,,,,0.375,,,,,,,1.93,,,1.19,,,,,,26.8,11.8,6.59,1.93,,,,1.49,,,,,,,,,2.99,0.662,,1.00
2L6X4X3/8X3/8LLBB,2L,24.6,7.22,6.00,,,,4,,,,0.375,,,,,,,1.93,,,1.19,,,,,,26.8,11.8,6.59,1.93,,,,1.61,,,,,,,,,3.06,0.676,,0.912
2L6X4X3/8X3/4LLBB,2L,24.6,7.22,6.00,,,,4,,,,0.375,,,,,,,1.93,,,1.19,,,,,,26.8,11.8,6.59,1.93,,,,1.75,,,,,,,,,3.13,0.691,,0.912
2L6X4X5/16LLBB,2L,20.6,6.05,6.00,,,,4,,,,0.3125,,,,,,,1.90,,,1.16,,,,,,22.7,9.91,5.55,1.94,,,,1.48,,,,,,,,,3.00,0.661,,1.00
2L6X4X5/16X3/8LLBB,2L,20.6,6.05,6.00,,,,4,,,,0.3125,,,,,,,1.90,,,1.16,,,,,,22.7,9.91,5.55,1.94,,,,1.60,,,,,,,,,3.06,0.674,,0.826
2L6X4X5/16X3/4LLBB,2L,20.6,6.05,6.00,,,,4,,,,0.3125,,,,,,,1.90,,,1.16,,,,,,22.7,9.91,5.55,1.94,,,,1.74,,,,,,,,,3.13,0.689,,0.826
2L6X3-1/2X1/2LLBB,2L,30.7,9.04,6.00,,,,3.5,,,,0.5,,,,,,,2.07,,,1.48,,,,,,33.2,15.0,8.45,1.92,,,,1.27,,,,,,,,,2.94,0.615,,1.00
2L6X3-1/2X1/2X3/8LLBB,2L,30.7,9.04,6.00,,,,3.5,,,,0.5,,,,,,,2.07,,,1.48,,,,,,33.2,15.0,8.45,1.92,,,,1.40,,,,,,,,,2.99,0.630,,1.00
2L6X3-1/2X1/2X3/4LLBB,2L,30.7,9.04,6.00,,,,3.5,,,,0.5,,,,,,,2.07,,,1.48,,,,,,33.2,15.0,8.45,1.92,,,,1.54,,,,,,,,,3.06,0.646,,1.00
2L6X3-1/2X3/8LLBB,2L,23.4,6.88,6.00,,,,3.5,,,,0.375,,,,,,,2.02,,,1.41,,,,,,25.7,11.5,6.47,1.93,,,,1.26,,,,,,,,,2.95,0.613,,1.00
2L6X3-1/2X3/8X3/8LLBB,2L,23.4,6.88,6.00,,,,3.5,,,,0.375,,,,,,,2.02,,,1.41,,,,,,25.7,11.5,6.47,1.93,,,,1.38,,,,,,,,,3.00,0.627,,0.912
2L6X3-1/2X3/8X3/4LLBB,2L,23.4,6.88,6.00,,,,3.5,,,,0.375,,,,,,,2.02,,,1.41,,,,,,25.7,11.5,6.47,1.93,,,,1.52,,,,,,,,,3.07,0.642,,0.912
2L6X3-1/2X5/16LLBB,2L,19.7,5.78,6.00,,,,3.5,,,,0.3125,,,,,,,2.00,,,1.38,,,,,,21.8,9.68,5.45,1.94,,,,1.25,,,,,,,,,2.95,0.612,,1.00
2L6X3-1/2X5/16X3/8LLBB,2L,19.7,5.78,6.00,,,,3.5,,,,0.3125,,,,,,,2.00,,,1.38,,,,,,21.8,9.68,5.45,1.94,,,,1.37,,,,,,,,,3.00,0.625,,0.826
2L6X3-1/2X5/16X3/4LLBB,2L,19.7,5.78,6.00,,,,3.5,,,,0.3125,,,,,,,2.00,,,1.38,,,,,,21.8,9.68,5.45,1.94,,,,1.50,,,,,,,,,3.07,0.641,,0.826
2L5X3-1/2X3/4LLBB,2L,39.6,11.6,5.00,,,,3.5,,,,0.75,,,,,,,1.74,,,1.12,,,,,,27.8,15.2,8.52,1.55,,,,1.39,,,,,,,,,2.49,0.699,,1.00
2L5X3-1/2X3/4X3/8LLBB,2L,39.6,11.6,5.00,,,,3.5,,,,0.75,,,,,,,1.74,,,1.12,,,,,,27.8,15.2,8.52,1.55,,,,1.53,,,,,,,,,2.57,0.717,,1.00
2L5X3-1/2X3/4X3/4LLBB,2L,39.6,11.6,5.00,,,,3.5,,,,0.75,,,,,,,1.74,,,1.12,,,,,,27.8,15.2,8.52,1.55,,,,1.68,,,,,,,,,2.66,0.736,,1.00
2L5X3-1/2X5/8LLBB,2L,33.5,9.85,5.00,,,,3.5,,,,0.625,,,,,,,1.69,,,1.06,,,,,,24.0,13.0,7.26,1.56,,,,1.37,,,,,,,,,2.49,0.693,,1.00
2L5X3-1/2X5/8X3/8LLBB,2L,33.5,9.85,5.00,,,,3.5,,,,0.625,,,,,,,1.69,,,1.06,,,,,,24.0,13.0,7.26,1.56,,,,1.50,,,,,,,,,2.57,0.711,,1.00
2L5X3-1/2X5/8X3/4LLBB,2L,33.5,9.85,5.00,,,,3.5,,,,0.625,,,,,,,1.69,,,1.06,,,,,,24.0,13.0,7.26,1.56,,,,1.65,,,,,,,,,2.66,0.730,,1.00
2L5X3-1/2X1/2LLBB,2L,27.2,8.01,5.00,,,,3.5,,,,0.5,,,,,,,1.65,,,1.00,,,,,,19.9,10.7,5.94,1.58,,,,1.35,,,,,,,,,2.50,0.688,,1.00
2L5X3-1/2X1/2X3/8LLBB,2L,27.2,8.01,5.00,,,,3.5,,,,0.5,,,,,,,1.65,,,1.00,,,,,,19.9,10.7,5.94,1.58,,,,1.48,,,,,,,,,2.58,0.705,,1.00
2L5X3-1/2X1/2X3/4LLBB,2L,27.2,8.01,5.00,,,,3.5,,,,0.5,,,,,,,1.65,,,1.00,,,,,,19.9,10.7,5.94,1.58,,,,1.62,,,,,,,,,2.66,0.724,,1.00
2L5X3-1/2X3/8LLBB,2L,20.8,6.10,5.00,,,,3.5,,,,0.375,,,,,,,1.60,,,0.930,,,,,,15.5,8.18,4.56,1.59,,,,1.33,,,,,,,,,2.51,0.683,,1.00
2L5X3-1/2X3/8X3/8LLBB,2L,20.8,6.10,5.00,,,,3.5,,,,0.375,,,,,,,1.60,,,0.930,,,,,,15.5,8.18,4.56,1.59,,,,1.46,,,,,,,,,2.58,0.700,,0.983
2L5X3-1/2X3/8X3/4LLBB,2L,20.8,6.10,5.00,,,,3.5,,,,0.375,,,,,,,1.60,,,0.930,,,,,,15.5,8.18,4.56,1.59,,,,1.59,,,,,,,,,2.66,0.718,,0.983
2L5X3-1/2X5/16LLBB,2L,17.4,5.12,5.00,,,,3.5,,,,0.3125,,,,,,,1.57,,,0.900,,,,,,13.2,6.89,3.84,1.60,,,,1.32,,,,,,,,,2.51,0.682,,1.00
2L5X3-1/2X5/16X3/8LLBB,2L,17.4,5.12,5.00,,,,3.5,,,,0.3125,,,,,,,1.57,,,0.900,,,,,,13.2,6.89,3.84,1.60,,,,1.44,,,,,,,,,2.58,0.698,,0.912
2L5X3-1/2X5/16X3/4LLBB,2L,17.4,5.12,5.00,,,,3.5,,,,0.3125,,,,,,,1.57,,,0.900,,,,,,13.2,6.89,3.84,1.60,,,,1.58,,,,,,,,,2.66,0.716,,0.912
2L5X3-1/2X1/4LLBB,2L,14.1,4.13,5.00,,,,3.5,,,,0.25,,,,,,,1.55,,,0.870,,,,,,10.7,5.57,3.10,1.61,,,,1.31,,,,,,,,,2.52,0.680,,1.00
2L5X3-1/2X1/4X3/8LLBB,2L,14.1,4.13,5.00,,,,3.5,,,,0.25,,,,,,,1.55,,,0.870,,,,,,10.7,5.57,3.10,1.61,,,,1.43,,,,,,,,,2.58,0.696,,0.804
2L5X3-1/2X1/4X3/4LLBB,2L,14.1,4.13,5.00,,,,3.5,,,,0.25,,,,,,,1.55,,,0.870,,,,,,10.7,5.57,3.10,1.61,,,,1.57,,,,,,,,,2.66,0.714,,0.804
2L5X3X1/2LLBB,2L,25.5,7.51,5.00,,,,3,,,,0.5,,,,,,,1.74,,,1.25,,,,,,18.9,10.2,5.79,1.58,,,,1.11,,,,,,,,,2.44,0.628,,1.00
2L5X3X1/2X3/8LLBB,2L,25.5,7.51,5.00,,,,3,,,,0.5,,,,,,,1.74,,,1.25,,,,,,18.9,10.2,5.79,1.58,,,,1.24,,,,,,,,,2.51,0.646,,1.00
2L5X3X1/2X3/4LLBB,2L,25.5,7.51,5.00,,,,3,,,,0.5,,,,,,,1.74,,,1.25,,,,,,18.9,10.2,5.79,1.58,,,,1.39,,,,,,,,,2.58,0.667,,1.00
2L5X3X7/16LLBB,2L,22.5,6.62,5.00,,,,3,,,,0.4375,,,,,,,1.72,,,1.21,,,,,,16.8,9.07,5.12,1.59,,,,1.10,,,,,,,,,2.45,0.626,,1.00
2L5X3X7/16X3/8LLBB,2L,22.5,6.62,5.00,,,,3,,,,0.4375,,,,,,,1.72,,,1.21,,,,,,16.8,9.07,5.12,1.59,,,,1.23,,,,,,,,,2.51,0.644,,1.00
